business_id,name,stars,review_count,categories,open
YQ2yr3OGQZQQM9kjzAlZjg,Panache Hair & Beauty,1.5,4,Hair Salons ; Beauty and Spas ; ,FALSE
RRhs5J2fqDcLMFaldkSq-w,Food 4 Less,4,5,Food ; Grocery ; ,TRUE
Qzb72EJsUwwpxXOMx_DOYA,China Gate Restaurant,3,59,Chinese ; Restaurants ; ,TRUE
weryrLYEmYxSjh1AIYB-sQ,California Beer Festival,3,2,Local Flavor ; ,TRUE
4V0n7B-jMFx1kvQJ4afmNQ,Haas Pavilion,4,26,Stadiums & Arenas ; Arts & Entertainment ; ,TRUE
e8Qygq-7q6hnoZpmAGCuww,Northwest Fish & Chips,3,32,Fish & Chips ; Restaurants ; ,FALSE
AgXYZYxZN4L9TomS1JfEVQ,Nobel Court,2,11,Home Services ; Real Estate ; Apartments ; ,TRUE
CaAFCP3njTjs2AO20p4Ldg,After Words,2.5,2,NA,TRUE
N3cxjE5WLz9J-gjxGmC5EA,Hollywood Tans,4,7,Tanning ; Beauty and Spas ; ,TRUE
Xrhhmvu6JX148OkK9a8xug,Asian Bistro,4,36,Korean ; Asian Fusion ; Sushi Bars ; Restaurants ; ,TRUE
PcngXr5t49QK8Lj1Xi3aIw,Valvoline Instant Oil Change,4,2,NA,TRUE
LF6tcrjx-aDTeMeoCCoLqA,Nancy's Le Nails,3,9,Nail Salons ; Beauty and Spas ; ,TRUE
g6NXfYp1ZeJjUQrqne8-Ig,Mehek,3,31,Pakistani ; Indian ; Restaurants ; ,TRUE
Qxle1jEskVde-Sn5Ntezmw,Piece of Mind,4.5,3,Tobacco Shops ; Shopping ; ,TRUE
yrXBjlv9-lszAsLu5jmUrg,Nakama Sushi House,3,5,Food Delivery Services ; Food ; Sushi Bars ; Japanese ; Restaurants ; ,TRUE
RDzV57rWFU0eXPeqTCl7UA,Tealuxe,4,196,Food ; Coffee & Tea ; ,TRUE
iAIREA5sbRP831ok-s9oxQ,NC License Plate Bureau,2.5,2,Public Services & Government ; ,TRUE
fjGpK3l90w_NX3dICkKj4Q,Carousel Luncheonette,3,12,Diners ; Restaurants ; ,TRUE
gtOhkU1qnTeIIGVL53btfA,Retrofit,4.5,7,Used  Vintage & Consignment ; Fashion ; Shopping ; ,TRUE
ILLYK1PwY2F5c__Dhycopw,The Capital Grille,4.5,74,Steakhouses ; Restaurants ; ,TRUE
lB76mdTLWgn_almMDps4Eg,Soham Wellness NYC,5,3,Weight Loss Centers ; Nutritionists ; Counseling & Mental Health ; Health and Medical ; ,TRUE
7NlcGz2E_pOs8y8N8rDR6Q,Brysi,4,3,Food ; Coffee & Tea ; Juice Bars & Smoothies ; Sandwiches ; Restaurants ; ,TRUE
s0G2XYSBoTIsRiVd0NnG6A,Trail Shop,2.5,2,Fashion ; Shopping ; Shoe Stores ; Luggage ; Sporting Goods ; Outdoor Gear ; ,TRUE
eAtgP6XcUjRVK8dh8foZdQ,Ichiro Teriyaki,2.5,55,Korean ; Japanese ; Restaurants ; ,TRUE
_r0Smq2oJAU4PYdsczk7XA,Conscious Movements,5,4,Active Life ; Trainers ; Fitness & Instruction ; ,TRUE
qeoJCWkrXbrVZvVHpqargw,Crepe Cravers,4,29,Creperies ; Restaurants ; ,TRUE
5_HDb91B-4b-bA_5U066vQ,Peebles Island State Park,4,2,Active Life ; Parks ; Hiking ; Lakes ; ,TRUE
aqmS1P71bWX2j8MFNAweBA,Nordstrom Cafe Bistro,2.5,13,Cafes ; Restaurants ; ,TRUE
Hnz1_h_D1eHSRtQqHSCZkw,Thai Singha House,3,70,Thai ; Restaurants ; ,TRUE
Ztpv2dSPqCwR9tyjXBlovg,Marcel Cleaners,1,2,Local Services ; Dry Cleaning & Laundry ; ,TRUE
RN2Aw4JLtLL7_5sIW-pGUw,Roman Pizza,4.5,2,Pizza ; Restaurants ; ,TRUE
bnBMEhZ_a1EC8gHo6t4lYA,Casa Rosaria's,4,6,Italian ; Pizza ; Restaurants ; ,TRUE
s4AZLEHmEZqdl_8Qr7T6_A,Quickly,3.5,39,Food ; Coffee & Tea ; ,TRUE
vpz5MWsG49JAGOuEneuuKQ,Lollicup Coffee & Tea,3,28,Food ; Coffee & Tea ; ,TRUE
gNLgH9yqB2iSjacFpa69jA,Thai Spice Picnic Garden,2.5,16,Thai ; Restaurants ; ,TRUE
UR4o1izRUVX5WanCXW8S7A,Piatti Ristorante & Bar,3.5,100,Pizza ; Italian ; Event Planning & Services ; Venues & Event Spaces ; Restaurants ; ,TRUE
2YUKJyCFnXDijmCpqhP9pQ,Nick and Nat's Uptown 21,5,15,Canadian (New) ; Restaurants ; ,TRUE
UNKJn6dS31vAx-9GomZHEw,Crown Books,3,4,Books  Mags  Music and Video ; Shopping ; Bookstores ; ,TRUE
80fvd_DsoW5XhwQIMBGvtg,The Cathedral Church of Saint John the Divine,4.5,69,Churches ; Landmarks & Historical Buildings ; Religious Organizations ; Public Services & Government ; ,TRUE
_peFbE5jqTwlRJ-jgoMe7g,Saturn Club,3,35,Hair Salons ; Beauty and Spas ; ,TRUE
AA-FZmy6JmzaAoavIUTaUQ,Club Laga,4.5,3,Nightlife ; ,FALSE
5lXhJe7gob74m93eyjyp3A,Illini Union Guest Rooms,3.5,4,Hotels & Travel ; Event Planning & Services ; Hotels ; ,TRUE
7x0i0seshwLXBVAam16wuw,Pancho's,3,72,Food ; Mexican ; Restaurants ; ,TRUE
jIn1YeBAxu--sf6JgV0Htw,Benchwarmers,3.5,7,Nightlife ; Bars ; Sports Bars ; Restaurants ; ,FALSE
gkqcLBqkkB9IfqwTPga5xA,Tire Place Inc the,5,4,Tires ; Automotive ; ,TRUE
rPT6ak3-KvOJTxnIzYNH0w,Kartabar,3.5,61,Bars ; Mediterranean ; Nightlife ; Lounges ; Restaurants ; ,TRUE
Nm_Bfi91tWYttqzM6JVftQ,Sanrio,4.5,2,Shopping ; ,TRUE
pSNEDaUGljLSHBZz5JNpuA,GolfTEC San Diego - Golden Triangle Center,5,5,Active Life ; Golf ; ,TRUE
KTk2MscogGvlPCjsFInGjQ,Jose Mateo's Ballet Theatre,3.5,6,Arts & Entertainment ; Performing Arts ; ,TRUE
zMzv_B2t5TOlPTGSFz8gIQ,Regent Theater Westwood Village,2.5,2,Arts & Entertainment ; Cinema ; ,TRUE
386j3L_MaVCrjkzYu9JbmQ,The UPS Store,4,5,Local Services ; Shipping Centers ; ,TRUE
nsveQOtSA7qVo5pY9Ehb-A,Metropolitan Womens Group Llc,1.5,2,Doctors ; Health and Medical ; ,TRUE
DC_zGdDwXAT4jXRgv4nL8A,Paolo Lombardi's Ristorante,4,13,Italian ; Restaurants ; ,TRUE
C2E1E0o-ssSrf_dokwxTXg,Massawa,3.5,89,African ; Ethiopian ; Restaurants ; ,TRUE
mNiUGJUemzDpffm1KfAhWA,Solace On Peachtree,3,2,Home Services ; Real Estate ; Apartments ; ,TRUE
-5Rah4ZvWsDu4oilUZxhtw,World Cafe Live,4,158,Arts & Entertainment ; American (New) ; Nightlife ; Music Venues ; Restaurants ; ,TRUE
NLldhBifAmYQlruzdIV9ZQ,Yogurtland,4.5,49,Food ; Ice Cream & Frozen Yogurt ; ,TRUE
29mrQDCc_AqikR4C6e84Mg,Sharks,3,27,Used  Vintage & Consignment ; Fashion ; Shopping ; ,FALSE
CWk6yFOoKJH5URub5XsHDg,East Dumpling House,3.5,78,Chinese ; Restaurants ; ,TRUE
R7iNhaoCdT3N7qppUCQ6Og,Espresso Bettola Coffee House,5,2,Food ; Coffee & Tea ; ,FALSE
7wHzc0DUlM6P498oc_UBYA,Meesha's Berkeley Gyros,3,45,Mediterranean ; Restaurants ; ,FALSE
NpNSOfnPxJKa8_qh83NArw,Subway Sandwiches & Salads,1,3,Restaurants ; ,TRUE
UbZQCo1xdJEnXiJzEJLiqQ,Best Buy,2.5,51,Local Services ; Electronics ; Computers ; Shopping ; IT Services & Computer Repair ; ,FALSE
tCHzMY3WnCxw2lHvnMcXFA,King Street Trio,4,2,Seafood ; Restaurants ; ,TRUE
mG1BCARvE0FA6-IszNpZ1Q,Lansingburgh Veterinary Hospital DVM,2,2,Veterinarians ; Pets ; ,TRUE
0j2qFr_kHZopr3tGRf0ZvA,Cal Student Store,3.5,28,Books  Mags  Music and Video ; Shopping ; Bookstores ; ,TRUE
ooNlNmDvLdmPuR_b_b2Rww,Dok's Deli,4,23,Delis ; Restaurants ; ,TRUE
gk9jsfaU3RoomWmfoW1tlw,UCSD Student Health Services,3,22,Medical Centers ; Health and Medical ; ,TRUE
gCa-GP9620vqwmP4E25xUw,Antonio's Pizza,2,3,Pizza ; Restaurants ; ,TRUE
rv2_jpzHnIYzq8_tHVrL1g,Chuck's Famous,3.5,7,Sandwiches ; Restaurants ; ,TRUE
s6nOfGZJpkZ3JplCO9lGiA,Starbucks,4.5,26,Food ; Coffee & Tea ; ,TRUE
KW5Cp3UOPy0KIK22lWRTxg,Minuteman Dry Cleaners,3,2,Local Services ; Dry Cleaning & Laundry ; ,TRUE
_oHAQK401Vs7ynH4S2P16Q,Bank of America,3.5,2,Banks & Credit Unions ; Financial Services ; ,TRUE
ZiDnZGOCsr9xBGEL9ihzjg,Panda East Restaurant,3.5,35,Japanese ; Chinese ; Restaurants ; ,TRUE
zrN108VsXtdau1vBGmGarA,Godiva Chocolatier,3.5,17,Specialty Food ; Food ; Chocolatiers and Shops ; ,TRUE
Q0YQrdElScwBBc7G4V7woQ,Downtown KIA,4,13,Automotive ; Car Dealers ; ,TRUE
VYsFC-bwU24kw_9pxOYllg,Harlow,5,3,Women's Clothing ; Fashion ; Shopping ; ,TRUE
Gtip99YU-FXQrMdPt1OeMg,Vision House Harvard Square,1.5,9,Shopping ; Eyewear & Opticians ; ,TRUE
ZpYGInaSJ3HL7IGn4GWbwA,Cantanker Magazine,4,2,Print Media ; Mass Media ; ,TRUE
iD6oJ4qcM3RDF4PzKkk7fA,Long Life Noodle Co & Jook Joint,2,33,Asian Fusion ; Restaurants ; ,FALSE
AaLBZaMtW9EmhIY3dHRrNA,Campus Rentals,1.5,3,NA,TRUE
E400K9Av32vfHp580rY1pg,Taco Bell,2,2,Restaurants ; ,TRUE
-4WMsrBt63Db2iQI_DjKpg,Plainsboro Pharmacy,4.5,3,Health and Medical ; Shopping ; Home Health Care ; Drugstores ; ,TRUE
Rq4uo4COsP8W-oo1KgTavQ,Hamburger Hamlet,3.5,174,American (Traditional) ; Restaurants ; ,TRUE
Q6cGNUWxcoutDQsJyzTOng,It's Just Lunch,1,21,Professional Services ; ,TRUE
unqWRxFgGs4_slGVRC8_Cg,Westwood Sporting Goods Co,4.5,14,Sporting Goods ; Shopping ; ,TRUE
eva56motCJcevOwKzyQO1g,Schenley Park Visitors Center,5,8,Active Life ; Skating Rinks ; Parks ; ,TRUE
8Ao-lYJP4kiW2qySjiZcDw,Pete's Place,4.5,2,Thrift Stores ; Shopping ; ,TRUE
8ur--e2ts1vNTnKiQdSjfQ,Sushi.Com,2.5,55,Sushi Bars ; Restaurants ; ,TRUE
0lYPKPoUC1YMz5gNJpsBRA,Granville Towers,2.5,3,Home Services ; Real Estate ; Apartments ; ,TRUE
p-3rldIHAXrEb3RkImcPaA,La Belle Hair & Skin,3.5,77,Hair Salons ; Hair Removal ; Beauty and Spas ; ,TRUE
EVg7TObKqQ4YSkROUJxZ_Q,Rite Aid,1.5,7,Shopping ; Photography Stores & Services ; Drugstores ; ,FALSE
Jj1mkmnjXOFtzl-rVjGRbg,Corner View,3.5,49,Seafood ; American (New) ; Restaurants ; ,FALSE
lUDlqfzgY1LGLO8AUhWnXA,Borders,3.5,60,Food ; Books  Mags  Music and Video ; Coffee & Tea ; Shopping ; Bookstores ; ,FALSE
nDXR7nnWXDlkTvlx3Qbqgw,WXPN Radio,4,36,Mass Media ; Radio Stations ; ,TRUE
CyBo_6qf6A_ARgJ_vU5Ecw,Comfort Inn,2.5,7,Hotels & Travel ; Event Planning & Services ; Hotels ; ,TRUE
NyuB4MGNx6izrBd6u1zNYA,Great Wall Restaurant,4,9,Chinese ; Restaurants ; ,TRUE
V-M1KDOB7LzjhxS3T6fmWg,First Financial Credit Union,2.5,3,Banks & Credit Unions ; Financial Services ; ,TRUE
5g1qWGrVhUWZWdvNyOWZHA,Craft Cleaners,2.5,14,Local Services ; Shoe Repair ; Dry Cleaning & Laundry ; Sewing & Alterations ; ,TRUE
pDx4Tqx31Fmac4NUGvr2_g,Rugged Wearhouse,4,12,Fashion ; Shopping ; ,TRUE
043WqIgVYVRdUItQ4wuKPw,Golden Nozzle Self Serve Car Wash,3.5,2,Automotive ; ,TRUE
Z0r_uDaNhd5JIYOGREClTg,Lexington Chocolatier,4.5,5,Specialty Food ; Food ; Chocolatiers and Shops ; ,FALSE
gAigOmda9NyXbJsD2Vsg-Q,Salon De La Cruz,4.5,51,Hair Salons ; Beauty and Spas ; ,TRUE
S4GEsM7PLEZO4EBFwnERCQ,Manory's Restaurant,3,13,American (Traditional) ; Diners ; Restaurants ; ,TRUE
RqLn2hNnCcq6U7sQIUcHOw,Cathedral Parkway 110th St. Station,3,3,Hotels & Travel ; Public Transportation ; Transportation ; ,TRUE
Wgt198r2oU-aqSe3mWNC8A,FedEx World Service Center,1.5,9,Couriers & Delivery Services ; Local Services ; Shipping Centers ; ,TRUE
39C414-SwTpyes-9lbqkLg,Hillside Pizza,4.5,8,Pizza ; Restaurants ; ,TRUE
X381_JV6xOq3VSsep13GvA,Macado's,3,30,Sandwiches ; Restaurants ; ,TRUE
IM9SyBL-wLEVMJcErjIsYw,Pupuseria La Familiar,4,13,Latin American ; Restaurants ; ,TRUE
nJ1kl6lL1yFqR8vz6a_Suw,Deja-Vu Fashions,3,4,Women's Clothing ; Fashion ; Shopping ; Accessories ; ,TRUE
sweqBbas6BRylFBEDexGIg,The Nautical Bean Coffee House & Bistro,4,13,Coffee & Tea ; Food ; Cafes ; Bars ; Nightlife ; Restaurants ; ,FALSE
AztY39QdGAkoKrLy9Di2yw,Eastern Accents,4,34,Food ; Bakeries ; Chinese ; Restaurants ; ,TRUE
tbi7cnb_5ewdu-YS2atPnw,Chris Rodriguez Moving,4.5,8,Movers ; Home Services ; ,TRUE
nL6fL-kFpNSCrLdYM7qNZg,Columbia Barber Shop,5,2,Barbers ; Beauty and Spas ; ,TRUE
PzmZp23d8ia2XXQfQIzmYQ,Jack In the Box,2.5,11,Fast Food ; Restaurants ; ,TRUE
YeOYJzARrDlJUVTn6QbQPg,Exxon,3,2,Automotive ; Gas & Service Stations ; ,TRUE
1beYso295toaCxXt2ecdig,Inn on Columbia,4,11,Hotels & Travel ; Bed & Breakfast ; ,TRUE
JzHX0u6JUCR4EmONSxkR9g,Fresher Nails,3.5,14,Nail Salons ; Beauty and Spas ; ,TRUE
DLqbqCTMYUQLUSJ4Iwk17g,Modern Nail,4,9,Nail Salons ; Beauty and Spas ; ,TRUE
rL3yi1KUhyyMxVejpPHU3g,California Toss,3.5,2,Fast Food ; Pizza ; Restaurants ; ,TRUE
mOJ7tEhqFBbHCm1FfSkU4g,Citibank,3.5,2,Banks & Credit Unions ; Financial Services ; ,TRUE
s7nCaNFMUZlAc3uMTSrH7A,Madeira Liquors,4.5,21,Food ; Beer  Wine & Spirits ; ,TRUE
S-xUsS4RKzBrOnAjy6lnyA,Acosta Antonio,4,6,Delis ; Latin American ; Restaurants ; ,TRUE
eFos_qY9NM_zRdtKmN8fKA,Bruegger's Bagels,3.5,5,Food ; Bagels ; ,TRUE
HYR0_XYOGgH0Bh7wgbNkoA,Sahara Mediterranean Restaurant,3.5,11,Mediterranean ; Restaurants ; ,TRUE
iNQQFc8BhrPdfPJaeKIyYw,El Ranchito Restaurant,4.5,6,Mexican ; Restaurants ; ,TRUE
cvDsVQAPUd3-9MgzskbN8g,Hawaii BBQ Restaurant,4,178,Barbeque ; Hawaiian ; Restaurants ; ,TRUE
iiVrWI2AWZIhSUoCTIV5fg,Touch Of Clarity Therapeutic Massage,5,2,Massage ; Beauty and Spas ; ,TRUE
yLx8vO015iMCbxsI045Vkw,Blue Nile Of Ann Arbor,3.5,72,Ethiopian ; Restaurants ; ,TRUE
QF0M7gvb92V_wpi7hEdgyA,George's Cafe,2.5,7,Cafes ; Restaurants ; ,TRUE
ATqKQHGS-iyNpzks8SV95w,Tar Heel Taxi,3.5,6,Hotels & Travel ; Taxis ; Airport Shuttles ; Transportation ; ,TRUE
lBA7uNsdZiw3I3ZJ3bgVMA,Fast Eddie's Cloth Car Wash & Oil Change,4,2,NA,TRUE
c-vmZW50ORqIwOz9tsT37w,Bliss Body Spa,4,13,Skin Care ; Day Spas ; Massage ; Beauty and Spas ; ,TRUE
hGwCdB5rZh8u0myX3ggecA,Viva La Diva Events,5,2,Wedding Planning ; Event Planning & Services ; Party & Event Planning ; ,TRUE
0vzxYA1XAop1LT7DzRfJrQ,Lyndell's Bakery,3.5,61,Food ; Bakeries ; ,TRUE
hC4JMUU_qjmD0Sm2KnbZww,Double Dave's Pizzaworks,3,38,Nightlife ; Bars ; Pizza ; Sports Bars ; Restaurants ; ,TRUE
7D7DHQw4Hl2X0PsUSP6iGw,College Park Animal Hospital,1.5,5,Veterinarians ; Pets ; ,TRUE
wSWoGrE63HhDs3_Y4F29Og,The Velvet Underground Boutique,4.5,3,Women's Clothing ; Fashion ; Shopping ; Accessories ; ,TRUE
-4ppieQivAHq4flJXwqy0g,Creekside Brewing Company,3.5,95,Pubs ; Bars ; Nightlife ; Restaurants ; ,TRUE
p1izzP-7YomYrP2spmOrBQ,SubsConscious,3,58,Delis ; Sandwiches ; Restaurants ; ,TRUE
rB4zuPS8lh4zwlag2n0QbQ,Santa Rosa Shell,3,6,Automotive ; Gas & Service Stations ; ,TRUE
9tACFKALGkwU1dNWcPap1w,Red Brick Pizza,2,6,Pizza ; Restaurants ; ,FALSE
VZNKj35pKzs-fR8_CMPrgA,New Delhi Diamond's Restaurant,3.5,23,Pakistani ; Indian ; Restaurants ; ,TRUE
o7Dq7X8vQs7KiJhSBbKMVQ,Ithaca Sumo Japanese Hibachi and Sushi,3,2,Japanese ; Restaurants ; ,TRUE
0bVwoKq82AtclqPbWk9hfQ,Petsburgh Pet Care,2,2,Pet Services ; Pet Groomers ; Veterinarians ; Pet Boarding/Pet Sitting ; Pets ; ,TRUE
yw3dfUD1PO8EdGLHdbGevA,Espresso Royale,2,2,Food ; Coffee & Tea ; ,TRUE
18BEL7-LtOS3Mkfi7CmiYA,Dental One Associates,1.5,7,Health and Medical ; Dentists ; General Dentistry ; ,TRUE
zzh3XNV25Fngor_E72aGWg,Haakon's Hall,4,56,American (Traditional) ; Chicken Wings ; Restaurants ; ,TRUE
_aYezzE-UV9O_RSH8zgubw,Tarheel Take-Out,3.5,9,Food Delivery Services ; Food ; ,TRUE
oiCNeV8BkuVmKQnDLj634g,Gennaro's Restaurant,4,4,Italian ; Restaurants ; ,TRUE
sn19SpNpjZ8BsZiXOqsAAA,Top Notch Art Centre,3,7,Art Supplies ; Shopping ; Arts & Crafts ; ,TRUE
CxELcWrHxqgFbRPdkfF8bw,Automobile Club of Southern California,3.5,10,Financial Services ; Automotive ; Towing ; Hotels & Travel ; Travel Services ; Insurance ; ,TRUE
tiVAkO1E6sZ8zmhPxNusxA,Metro Computer,5,15,Local Services ; Shopping ; IT Services & Computer Repair ; Mobile Phones ; ,TRUE
TukzzR1Ys2zAQ0bZuMGxPw,Experimental Media and Performing Arts Center,3,3,Arts & Entertainment ; Performing Arts ; ,TRUE
Rt0fJK1BA9dQDWSX1usBMg,New Dragon Kitchen,3.5,2,Restaurants ; ,TRUE
rYGKOsxilNpA4CV8HBb08g,Twilight Vintage,2,2,Used  Vintage & Consignment ; Fashion ; Shopping ; ,TRUE
tMA2Q7IV78IqW-MV7WNQQQ,Pizza Outlet,1,2,Pizza ; Restaurants ; ,TRUE
H28stpCVCWKQhz2YOXwVQg,Paragon Your Salon,3.5,10,Hair Salons ; Beauty and Spas ; ,TRUE
JvRwv73uLnnufi4zA-Fhew,Neo Nails,3,9,Nail Salons ; Beauty and Spas ; ,TRUE
u7ZNX4vGANTV5KmF99fbWA,Club Havana,3,3,Nightlife ; ,TRUE
jm0Smx_0_T_VZ1QJQAg7WQ,Socko's Subs,3.5,130,Delis ; Caterers ; Sandwiches ; Event Planning & Services ; Restaurants ; ,TRUE
Gyv8LxXIj3fa_hrDom26aQ,Toviah Thrift Shop,3,6,Used  Vintage & Consignment ; Fashion ; Shopping ; ,TRUE
VKnzRVwEJz-yio8yf5QhUw,Bissonnet Kirby Animal Hospital,5,3,Veterinarians ; Pets ; ,TRUE
DbbdYLsXjr2zSfe98gnPtw,The City Community Church,4.5,3,NA,TRUE
SzM2o6LPGqNUgREf9kuaVg,Lucille Roberts Health Club,1.5,2,Active Life ; Weight Loss Centers ; Health and Medical ; Gyms ; Fitness & Instruction ; ,TRUE
Mlf0CVy5-7YX3kxl5SXsCg,Kulturez,4,3,Fashion ; Shopping ; Shoe Stores ; Arts & Crafts ; Men's Clothing ; Art Supplies ; ,TRUE
P_FeCNFDpVhu40gbq4eNSA,Diana Sechrist Photography,5,3,Photographers ; Event Planning & Services ; ,TRUE
45xpE2cBGTZ_z1YhIv5BbQ,Radhika's Cuisine of India,3.5,32,Indian ; Restaurants ; ,FALSE
tEMBDagwWG2riW8m_qBM6w,Michigan Book & Supply,3,6,Shopping ; Arts & Crafts ; Computers ; Books  Mags  Music and Video ; Art Supplies ; Bookstores ; ,TRUE
73iN5mRM1KDNm9sdjveSfA,Moe's Southwest Grill,2,8,Tex-Mex ; Restaurants ; ,FALSE
hpoUWb4V9t58CxfdNMYigg,New China Express,3,42,Chinese ; Restaurants ; ,FALSE
VdLrfmMpTls8q1B0t3visQ,The Spot Underground,4,12,Arts & Entertainment ; Bars ; Nightlife ; Music Venues ; ,TRUE
9HXjkcyjIVCFErU6SxQb9g,Purple Gables Bed & Breakfast,4,4,Food ; Hotels & Travel ; Bed & Breakfast ; Bakeries ; ,TRUE
vI-gfEpz63XkPKhazEpowg,Pink Nails,4,7,Nail Salons ; Beauty and Spas ; ,TRUE
ncM7knCAFXLB52y-fon21w,Greyhound Bus Lines,2,6,Hotels & Travel ; Public Transportation ; Transportation ; ,TRUE
XNXdzfcpQHyvrsHSFJYDFw,The Sanctuary Tobacco Shop,4.5,9,Tobacco Shops ; Shopping ; ,TRUE
kNr1gvtSgvxM7Zk37uR_bg,Acme Video Inc,4.5,4,Videos and Video Game Rental ; Books  Mags  Music and Video ; Shopping ; ,TRUE
tFxXaLjDdQsnwvlEBcWXxQ,UCSD Internal Medicine Group,2.5,2,Doctors ; Health and Medical ; Internal Medicine ; ,TRUE
v5_BWi9WZ5-fxo133IlFJQ,Legal Sea Foods,4,9,Seafood ; Restaurants ; ,TRUE
4IqzhMpKHEspD-2bASdPow,Typecast Inc. Tattoos & Piercing,5,2,Tattoo ; Piercing ; Beauty and Spas ; ,TRUE
38nA0fIJMCj2EoLpAcPj2Q,Dickies BBQ,3.5,4,Barbeque ; Restaurants ; ,TRUE
Z790cn7ThAuvm-j-hNnukw,Skewerz Pizza K,3.5,8,Indian ; Pizza ; Restaurants ; ,FALSE
z7543gTRoewwvk72MwqvGg,Tokyo Garden Teriyaki,3.5,81,Sushi Bars ; Japanese ; Restaurants ; ,TRUE
x09efcVl5WCcrChXpHKSJQ,Kinsolving Dining Hall,3.5,2,Buffets ; Restaurants ; ,TRUE
M1-3lbWDPV-crfnkapFMwg,Russell's Package Store,3,4,NA,TRUE
Zw550zrQJ2zxCteW0oW48g,Price Is Right Plumbing & Drain Cleaning,3,9,Plumbing ; Home Services ; ,TRUE
meXU5mzbXhnpjFjEtEaoqg,Starbucks,3,78,Food ; Coffee & Tea ; ,TRUE
kDOwadSGn48Kvkkd5r7SOA,Clearview Window Washing,5,2,Window Washing ; Home Services ; ,TRUE
uZoT_yk0iVHlXq2uJB60Sw,Best Western San Luis Obispo,2.5,24,Hotels & Travel ; Event Planning & Services ; Hotels ; ,TRUE
P-2zSdHB1rudqS5oGNIlqg,East Side Pockets,4.5,300,Mediterranean ; Middle Eastern ; Restaurants ; ,TRUE
KofmXktylwRz6ziJqW24tg,Delilah's Southern Cafe,2,9,Soul Food ; Southern ; Restaurants ; ,TRUE
TTsPXpyxJcfj7g7hsjtx1w,Moby Dick House of Kabob,4,11,Middle Eastern ; Restaurants ; ,TRUE
gtVk7m6eldEfsJFD9LHRUg,Samad's Gourmet,4,16,Specialty Food ; Food ; ,TRUE
FSwYtdKnrIQ3ofqMShHKJg,SEAS Cafe,4.5,45,Cafes ; Restaurants ; ,TRUE
IhD2Bf8MySxTR5yyKjxguA,Marbar,3.5,3,Arts & Entertainment ; Nightlife ; Music Venues ; ,TRUE
WmmJKcSIwPrXb_fWKoXggQ,The Oaks Restaurant,5,2,American (Traditional) ; Gluten-Free ; Restaurants ; ,TRUE
3QCY93kLbH29Cctus8IyKQ,Rogan's Corner,4,9,Pizza ; Restaurants ; ,TRUE
of2INzyV6kuSUWsmK9Vj2w,Mountain Lakes House,4.5,5,NA,TRUE
tpJrlhn5QPI0ehDyYjN7qg,Szmidt's Old World Deli,4.5,24,Delis ; Caterers ; Event Planning & Services ; Restaurants ; ,TRUE
MzFhaFNbE03zF84BPkN7yQ,Sang Kee Noodle House,3,120,Chinese ; Restaurants ; ,TRUE
R2n5cl_bG2e4CxfCUg1U3A,Binney  Chase & Van Horne  Inc,3,2,Financial Services ; Insurance ; ,TRUE
AcK2QL8tM6y9abwFjqDXWQ,Sushi Express,2.5,3,NA,FALSE
6dczr45COCxKM1YmdQNhaw,Thomas Carter  MD,4.5,2,Doctors ; Health and Medical ; Internal Medicine ; ,TRUE
CYr_ln80SyS1B6Equ1qHUg,Unity African Hair Braiding,3,11,Hair Salons ; Beauty and Spas ; ,TRUE
rmUDShhPeM2miA41sRx4EA,Masacote Entertainment - Salsa Music & Dance School  Performers,4.5,8,Dance Schools ; Specialty Schools ; Education ; ,TRUE
1E2MQLWfwpsId185Fs2gWw,Peking Express,3.5,10,Chinese ; Restaurants ; ,TRUE
jarN5Qu9Ana9qJwTybNh0w,Jungle Grille,3.5,19,Food ; Ice Cream & Frozen Yogurt ; American (Traditional) ; Restaurants ; ,FALSE
LMy26GNK1lyyz4j-E1A6GQ,Suite,3.5,25,Bars ; Gay Bars ; Nightlife ; Lounges ; Karaoke ; Comedy Clubs ; ,TRUE
PIaV4xeLf2jg-vfPYrGR3w,Sandy's Lunch,4,34,Breakfast & Brunch ; Restaurants ; ,TRUE
Q3ZpdLQg4ZIZ0IIuN_wvPw,Montclair Service Center,3.5,3,Auto Repair ; Automotive ; ,TRUE
oGOz6yTl19M9sSOedAJ-ag,Legends Burgers,3.5,23,Fast Food ; Sandwiches ; Salad ; Restaurants ; ,TRUE
Yom5MNVo6WANnsc9C-4MJQ,Yoshinoya Beef Bowl Restaurant,2.5,31,Japanese ; Restaurants ; ,TRUE
dB9yLzlPggs3SA_U-B3yMg,Quickprints Printing and Signs Pasadena,3,2,Web Design ; Graphic Design ; Advertising ; Professional Services ; ,TRUE
mWtQbQ39mhYtH2r-wZY9lA,Bravo Spa and Salon,4,50,Hair Salons ; Day Spas ; Massage ; Beauty and Spas ; ,TRUE
cahTsvpkZGAbEH0ZmIZ9cw,The Drag,3,6,Shopping ; ,TRUE
Rd53WXfWzAOfNEFKsFqinw,STA Travel,3.5,13,Hotels & Travel ; Travel Services ; ,TRUE
tZLtxMw6jqvOJtO_TSO6AQ,Snowman,4.5,32,Food ; Ice Cream & Frozen Yogurt ; ,TRUE
6A6CjSZPghcS74C9OCkFQQ,Happy High Herb Shop,4.5,7,Food ; Specialty Food ; Health Markets ; Herbs and Spices ; ,TRUE
